date,date_kind,date_precision,track,category,headline,detail,quote,source_type,source_ref,issue,verified,notes
2020-04-30,announced,day,ucl,research,Grant-funded staff offered furlough with UCL topping pay up to 100%,Staff due to leave in May or June had leaving dates extended to the end of June; those due to leave in July or August were extended to the end of August on core funding.,"We will offer those grant-funded staff who were expecting to depart UCL during May and June 2020 the opportunity to be furloughed, and have their leaving date extended until the end of June.",newsletter,035_30_April__Issue_35_.html,35,quote-exact,"UCL's use of the national Coronavirus Job Retention Scheme. The newsletter notes the government share fell to about 60% in higher education because of pension arrangements, and that UCL made up the difference."
2020-05-01,announced,day,ucl,research,Self-funded PhD students given until 31 July to pay final fee instalment,"Extended from 2 May, alongside Financial Assistance Fund grants of up to £3,000 prioritised for self-funders.",the third and final instalment of tuition fees has now been extended from 2 May until 31 July 2020,newsletter,036_1_May__Issue_36_.html,36,quote-exact,
2020-05-01,published,day,ucl,civic,"UCL-Ventura designs downloaded by over 1,800 teams in 105 countries","Twenty-four days after the designs were released free of charge, with prototypes built in Mexico, South Africa, Canada, Bulgaria and Russia.","In the 24 days since they were published, the designs have been downloaded by over 1,800 teams in 105 countries, representing non-profits, manufacturers, health experts and research institutes.",newsletter,036_1_May__Issue_36_.html,36,quote-exact,
2020-05-06,effective,day,ucl,assessment,Extenuating circumstances self-certified with no evidence required,Introduced immediately before the summer assessment period began.,"changes have been made to UCL’s Extenuating Circumstances process, to reduce any burden on our students. Students can now self-certify and no longer need to provide evidence when applying.",newsletter,039_6_May__Issue_39_.html,39,quote-exact,Extends the self-certification agreed on 20 March by removing the evidence requirement entirely.
2020-05-07,published,day,national,epidemiology,ONS finds Black adults far likelier to die of COVID-19 after adjusting for age,Deaths from 2 March to 10 April 2020 in England and Wales. The published figures are 4.2 for Black males and 4.3 for Black females against White males and females.,"When taking into account age in the analysis, Black males are 4.2 times more likely to die from a COVID-19-related death and Black females are 4.3 times more likely than White ethnicity males and females",web,https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/articles/coronavirusrelateddeathsbyethnicgroupenglandandwales/2march2020to10april2020,,primary-retrieved,"UCL relayed this on 2 June 2020 and stage 1 flagged it as not to be repeated until the primary source was checked. It checks out: UCL's ""four times"" is a fair reading of 4.2 and 4.3. The ONS analysis adjusts for age only; the publication is explicit that it does not by itself establish cause."
2020-05-07,announced,day,ucl,teaching,Faculties told to decide which modules not to run in 2020-21,Faculty Delivery Teams identifying modules best suited to online delivery rather than moving everything online.,An excellent teaching programme for 2020-21 will necessarily be different from what we might have planned in more conventional times – and will require decisions about what not to run.,newsletter,040_7_May__Issue_40_.html,40,quote-exact,
2020-05-07,published,day,ucl,governance,Gold team has post-lockdown plans ready ahead of the government announcement,Prepared in advance of the Prime Minister's expected statement on easing restrictions.,"UCL’s Gold team has developed plans for post-lockdown operations and an action plan has been considered over the last couple of weeks, which will be updated as soon as there is any Government announcement.",newsletter,040_7_May__Issue_40_.html,40,quote-exact,"Evidence of UCL preparing before rather than after a national announcement, which is what the lag analysis is meant to distinguish. The response itself came on 11 May, one day after the announcement of 10 May."
2020-05-07,announced,day,ucl,teaching,Provost asks staff to prioritise education over research for the crisis period,With an assurance that the prioritisation would be recognised in appraisals and promotion cases.,"For this crisis period, I find myself needing to go further to ask you to prioritise education for the next few months, wherever and however you can.",newsletter,040_7_May__Issue_40_.html,40,quote-exact,"Justified in the same message by the dependence of research funding on overseas tuition fee income, which is the plainest statement in the record of why the teaching decisions mattered financially."
2020-05-10,announced,day,national,restrictions,The Prime Minister announces a conditional plan for lifting the lockdown,"The first easing of the first lockdown, including a return to the workplace for those who could not work from home.","PM announces a conditional plan for lifting lockdown, and says that people who cannot work from home should return to the workplace but avoid public transport",web,https://www.instituteforgovernment.org.uk/sites/default/files/timeline-lockdown-web.pdf,,primary-retrieved,"UCL diverged from this the next day, asking staff not to return to campus. That is the clearest case in the record of UCL declining an easing rather than following one."
2020-05-11,observed,day,ucl,assessment,First timed alternative assessments taken by over 800 students,"Nineteen papers released on 11 May, the first test of the assessment redesign agreed in March.",Over 800 students tackled one of 19 papers released yesterday.,newsletter,042_12_May__Issue_42_.html,42,quote-exact,"Filed on 11 May, the date of the assessments; reported in issue 42 of 12 May. Roughly eight weeks from the decision of 13 March to the first paper sat."
